BasinID,dwnBasinID,Area_km2,Shape_Leng,ws2024tl,ws3024tl,ws4024tl,ws2028tl,ws3028tl,ws4028tl,ws2038tl,ws3038tl,ws4038tl,Shape_Le_1,Shape_Area,FacilityID,Latitude,Longitude,Formatted Address,State,County
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,313,45.50212698,-122.824626,"2525 SW Alan Blumlein Way, Beaverton, OR 97077, USA",Oregon,Washington County
10966,0,457,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),2.87260714,0.044247984,315,33.74534001,-118.03771,"5101-5175 Bolsa Ave, Huntington Beach, CA 92647, USA",,
10966,0,457,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),2.87260714,0.044247984,316,33.74534001,-118.03771,"5101-5175 Bolsa Ave, Huntington Beach, CA 92647, USA",,
11825,0,50728,0,Low-medium (10-20%),Low-medium (10-20%),Medium-high (20-40%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),20.91090442,4.849740569,318,33.77606797,-84.3977486,"Bunger-Henry Bldg, Atlanta, GA 30332, USA",Georgia,Fulton County
10966,0,457,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),2.87260714,0.044247984,319,33.74534001,-118.03771,"5101-5175 Bolsa Ave, Huntington Beach, CA 92647, USA",,
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,321,37.40311501,-121.916318,"1701 McCarthy Blvd, Milpitas, CA 95035, USA",California,Santa Clara County
11688,11682,35566,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),20.41449622,3.48185817,323,33.417289,-111.972104,"2343 W Medtronic Way, Tempe, AZ 85281, USA",,
10657,0,22652,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),11.21130176,2.243742564,325,35.92311207,-78.86506795,"15 TW Alexander Dr, Durham, NC 27703, USA",,
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,327,37.37774898,-121.917685,"2108 Bering Dr bldg b, San Jose, CA 95131, USA",,
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,329,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA",,
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,330,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA",,
12177,12158,14528,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),8.849037964,1.440615516,331,35.22947801,-106.657338,"4101 Sara Rd, Rio Rancho, NM 87124, USA",New Mexico,Sandoval County
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,332,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA",,
11720,11699,7342,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),5.333755115,0.708787047,334,33.24046198,-111.881664,"4500 S Dobson Rd, Chandler, AZ 85248, USA",Arizona,Maricopa County
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,336,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA",,
11720,11699,7342,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),5.333755115,0.708787047,337,33.30711002,-111.931524,"5000 W Chandler Blvd, Chandler, AZ 85226, USA",Arizona,Maricopa County
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,338,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA",,
11720,11699,7342,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),5.333755115,0.708787047,339,33.24046198,-111.881664,"4500 S Dobson Rd, Chandler, AZ 85248, USA",Arizona,Maricopa County
12177,12158,14528,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),8.849037964,1.440615516,340,35.22947801,-106.657338,"4101 Sara Rd, Rio Rancho, NM 87124, USA",,
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,341,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA",,
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,344,32.96749198,-96.70413999,"1250 E Collins Blvd, Richardson, TX 75081, USA",Texas,Dallas County
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,346,33.10162,-96.67449,"501 W McDermott Dr, Allen, TX 75013, USA",Texas,Collin County
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,347,33.08099598,-96.68036799,"111 Ridgemont Dr, Allen, TX 75002, USA",Texas,Collin County
9812,0,3818,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),4.347307657,0.414294291,348,42.08137536,-71.88107908,"50 Old Webster Rd, Oxford, MA 01540, USA",Massachusetts,Worcester County
9781,0,26867,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),15.05181687,2.878189783,349,40.61360299,-75.37788403,"119 Technology Dr, Bethlehem, PA 18015, USA",,
9815,0,2779,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),3.924552511,0.295675545,350,40.53791101,-74.53918803,"145 Belmont Dr, Somerset, NJ 08873, USA",New Jersey,Somerset County
10657,0,22652,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),11.21130176,2.243742564,351,36.06997,-79.952102,"494 Gallimore Dairy Rd, Greensboro, NC 27409, USA",North Carolina,Guilford County
11803,11794,21828,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),17.54650402,2.404468305,352,42.24060806,-83.57089107,"288 Airport Industrial Dr, Ypsilanti, MI 48197, USA",Michigan,Washtenaw County
10974,0,38,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),0.466158403,0.003873623,355,37.50573,-121.954731,"4268 Solar Way, Fremont, CA 94538, USA",California,Alameda County
10067,0,5528,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),18.04798877,0.602079285,357,42.57890007,-70.91018874,"78 Cherry Hill Dr, Beverly, MA 01915, USA",Massachusetts,Essex County
11842,11840,37848,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),17.0062458,3.734898808,360,34.775276,-86.66199796,"205 Import Cir NW, Huntsville, AL 35806, USA",,
10067,0,5528,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),18.04798877,0.602079285,374,42.57045099,-70.88128098,"34 Tozer Rd, Beverly, MA 01915, USA",Massachusetts,Essex County
10966,0,457,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),2.87260714,0.044247984,375,33.78982399,-118.002308,"11861 Western Ave, Garden Grove, CA 92841, USA",California,Orange County
9809,0,14037,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.45569048,1.553873459,376,42.6288252,-71.36040775,"75 Technology Dr, Lowell, MA 01851, USA",Massachusetts,Middlesex County
11776,11605,80217,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),26.58432265,9.178726593,377,45.52203798,-122.446392,"21015 SE Stark St, Gresham, OR 97030, USA",Oregon,Multnomah County
9809,0,14037,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.45569048,1.553873459,378,42.71301584,-71.17869194,"65 Manchester St, Lawrence, MA 01841, USA",Massachusetts,Essex County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,379,37.37579499,-121.980853,"3000 Oakmead Village Ct, Santa Clara, CA 95051, USA",California,Santa Clara County
11688,11682,35566,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),20.41449622,3.48185817,380,33.41660801,-111.972025,"2343 West Medtronic Way, Tempe, AZ 85281
Tempe Arizona United States",Arizona,Maricopa County
11751,11749,39253,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),16.098022,4.046212971,381,38.789819,-104.806221,"1150 E Cheyenne Mountain Blvd, Colorado Springs, CO 80906, USA",Colorado,El Paso County
10666,0,2156,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.566632159,0.210781837,383,34.21433801,-118.47562,"7923 Haskell Ave, Van Nuys, CA 91406, USA",,
11869,11860,19346,0,High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),12.13484085,2.173268238,384,43.53787307,-116.1542917,"7050 S Federal Way, Boise, ID 83716, USA",Idaho,Ada County
10592,0,1589,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),2.565949689,0.164781295,385,38.750242,-77.50564398,"Historic District, 10200 Nokesville Rd, Manassas, VA 20110, USA",,
10592,0,1589,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),2.565949689,0.164781295,388,38.750242,-77.50564398,"Historic District, 10200 Nokesville Rd, Manassas, VA 20110, USA",,
11869,11860,19346,0,High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),12.13484085,2.173268238,391,43.53787307,-116.1542917,"7050 S Federal Way, Boise, ID 83716, USA",Idaho,Ada County
10584,0,9734,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),7.552424947,1.031472721,394,40.43175587,-111.8254039,"1536 E 3500 N #300, Lehi, UT 84043, USA",,
11869,11860,19346,0,High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),12.13484085,2.173268238,397,43.53787307,-116.1542917,"7050 S Federal Way, Boise, ID 83716, USA",Idaho,Ada County
10584,0,9734,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),7.552424947,1.031472721,398,40.43175587,-111.8254039,"1536 E 3500 N #300, Lehi, UT 84043, USA",,
10592,0,1589,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),2.565949689,0.164781295,400,38.750242,-77.50564398,"Historic District, 10200 Nokesville Rd, Manassas, VA 20110, USA",,
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,403,32.91489801,-96.619567,"905 E Walnut St, Garland, TX 75040, USA",Texas,Dallas County
10968,0,2395,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),4.218709353,0.233950506,404,34.27633702,-118.785539,"2263 Ward Ave, Simi Valley, CA 93065, USA",California,Ventura County
11799,11794,41930,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),16.24513659,4.513378829,405,41.656636,-83.54338298,"7713, 333 14th St # 4, Toledo, OH 43604, USA",,
10645,0,12870,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),9.123119166,1.279571239,418,35.92784301,-78.839661,"2305 Presidential Dr, Durham, NC 27703, USA",North Carolina,Durham County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,419,37.264442,-121.954942,"1506 Dell Ave, Campbell, CA 95008, USA",California,Santa Clara County
10831,0,2412,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),8.417120327,0.251823637,421,39.291315,-76.60412,"900 E Fayette St, Baltimore, MD 21233, USA",Maryland,
10968,0,2395,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),4.218709353,0.233950506,422,33.892163,-118.3772,"VJRF+V4 Redondo Beach, CA, USA",,
10968,0,2395,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),4.218709353,0.233950506,423,33.892163,-118.3772,"VJRF+V4 Redondo Beach, CA, USA",,
10831,0,2412,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),8.417120327,0.251823637,424,39.291315,-76.60412,"900 E Fayette St, Baltimore, MD 21233, USA",Maryland,
10631,0,25339,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),15.71625189,2.5561819,429,37.19265099,-80.38871701,"3155 State St, Blacksburg, VA 24060, USA",Virginia,Montgomery County
10645,0,12870,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),9.123119166,1.279571239,430,35.92784301,-78.839661,"2305 Presidential Dr, Durham, NC 27703, USA",North Carolina,Durham County
12011,12006,44074,0,Extremely high (>80%),High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),22.47737523,5.013346424,431,44.86698102,-93.42204998,"11455 Valley View Rd, Eden Prairie, MN 55344, USA",Minnesota,Hennepin County
11610,0,15172,0,Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),13.24637217,1.418615807,433,30.23774832,-97.86393955,"W William Cannon Dr, Austin, TX 78735, USA",Texas,Travis County
11720,11699,7342,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),5.333755115,0.708787047,434,33.325579,-111.861689,"1300 N Alma School Rd, Chandler, AZ 85224, USA",Arizona,Maricopa County
11720,11699,7342,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),5.333755115,0.708787047,435,33.325579,-111.861689,"1300 N Alma School Rd, Chandler, AZ 85224, USA",Arizona,Maricopa County
11610,0,15172,0,Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),13.24637217,1.418615807,436,30.2701471,-97.66904646,"3501 1/2 Ed Bluestein Blvd, Austin, TX 78721, USA",,
11720,11699,7342,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),5.333755115,0.708787047,438,33.325579,-111.861689,"1300 N Alma School Rd, Chandler, AZ 85224, USA",Arizona,Maricopa County
11780,11778,24943,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),15.22138354,2.771266192,441,42.48665953,-76.46650432,"9 Brown Rd, Ithaca, NY 14850, USA",New York,Tompkins County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,442,37.411433,-122.023226,"1233 Bordeaux Dr, Sunnyvale, CA 94089, USA",California,Santa Clara County
11794,11785,72658,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),24.64757545,8.021777797,450,43.16926333,-77.62675168,"253 Lake Ave, Rochester, NY 14608, USA",New York,Monroe County
11869,11860,19346,0,High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),12.13484085,2.173268238,456,43.59671445,-116.5341894,"1401 N Kings Rd, Nampa, ID 83687, USA",Idaho,Canyon County
10064,0,249,0,Medium-high (20-40%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),1.130270115,0.027808225,457,43.64063608,-70.32559223,"333 Western Ave, South Portland, ME 04106, USA",Maine,Cumberland County
11884,11869,98083,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),33.42824867,10.85001039,459,42.86619001,-112.414345,"2300 E Terry St, Pocatello, ID 83201, USA",Idaho,Bannock County
11603,0,71124,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),27.19605842,7.652998003,460,41.14167345,-75.89369426,"1144-948 Crestwood Dr, Mountain Top, PA 18707, USA",,
11776,11605,80217,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),26.58432265,9.178726593,461,45.52587199,-122.423988,"23440 NE Glisan St, Gresham, OR 97030, USA",Oregon,Multnomah County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,462,37.37582701,-121.959056,"2975 Scott Blvd #200, Santa Clara, CA 95054, USA",,
10968,0,2395,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),4.218709353,0.233950506,463,34.188545,-118.926242,"750 Mitchell Rd, Newbury Park, CA 91320, USA",California,Ventura County
10964,0,1715,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.061874923,0.165517359,479,33.11651507,-117.3160132,"6183 Paseo Del Norte #150, Carlsbad, CA 92011, USA",,
11688,11682,35566,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),20.41449622,3.48185817,483,33.39464802,-111.975226,"2502 W Huntington Dr, Tempe, AZ 85282, USA",Arizona,Maricopa County
12042,11908,4157,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),5.840183679,0.430875682,486,38.69194201,-90.40336396,"10922 Page Ave, St. Louis, MO 63132, USA",Missouri,Saint Louis County
12011,12006,44074,0,Extremely high (>80%),High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),22.47737523,5.013346424,493,44.85398798,-93.23114702,"24 28th Ave S, Bloomington, MN 55425, USA",,
12011,12006,44074,0,Extremely high (>80%),High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),22.47737523,5.013346424,494,44.85398798,-93.23114702,"24 28th Ave S, Bloomington, MN 55425, USA",,
12011,12006,44074,0,Extremely high (>80%),High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),22.47737523,5.013346424,495,44.85398798,-93.23114702,"24 28th Ave S, Bloomington, MN 55425, USA",,
11893,11892,19076,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),10.31369868,1.99977041,505,40.23086128,-79.5732612,"118 E Hillis St, Youngwood, PA 15697, USA",Pennsylvania,Westmoreland County
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,510,45.54013598,-122.935916,"2300 NE Brookwood Pkwy, Hillsboro, OR 97124, USA",Oregon,Washington County
10722,0,23144,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),15.51035873,2.143499997,511,28.65008911,-81.46578431,"1835 S Orange Blossom Trail, Apopka, FL 32703, USA",Florida,Orange County
10671,0,39821,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),16.476151,3.919819185,512,35.34355701,-80.84519403,"10420 Harris Oaks Blvd # F, Charlotte, NC 28269, USA",,
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,513,32.99958599,-96.72684698,"500 W Renner Rd, Richardson, TX 75080, USA",Texas,Collin County
