points_id,latitude,longitude,formatted address,zip code,state,county,major_basin_name,minor_basin_name,pfaf_id,bws_cat1,bwd_cat1,iav_cat1,sev_cat1,gtd_cat1,rfr_cat1,cfr_cat1,drr_cat1,ucw_cat1,cep_cat1,udw_cat1,usa_cat1,rri_cat1,w_awr_def_qan_cat1,w_awr_def_qal_cat1,w_awr_def_rrr_cat1,w_awr_def_tot_cat1,w_awr_agr_qan_cat1,w_awr_agr_qal_cat1,w_awr_agr_rrr_cat1,w_awr_agr_tot_cat1,w_awr_che_qan_cat1,w_awr_che_qal_cat1,w_awr_che_rrr_cat1,w_awr_che_tot_cat1,w_awr_con_qan_cat1,w_awr_con_qal_cat1,w_awr_con_rrr_cat1,w_awr_con_tot_cat1,w_awr_elp_qan_cat1,w_awr_elp_qal_cat1,w_awr_elp_rrr_cat1,w_awr_elp_tot_cat1,w_awr_fnb_qan_cat1,w_awr_fnb_qal_cat1,w_awr_fnb_rrr_cat1,w_awr_fnb_tot_cat1,w_awr_min_qan_cat1,w_awr_min_qal_cat1,w_awr_min_rrr_cat1,w_awr_min_tot_cat1,w_awr_ong_qan_cat1,w_awr_ong_qal_cat1,w_awr_ong_rrr_cat1,w_awr_ong_tot_cat1,w_awr_smc_qan_cat1,w_awr_smc_qal_cat1,w_awr_smc_rrr_cat1,w_awr_smc_tot_cat1,w_awr_tex_qan_cat1,w_awr_tex_qal_cat1,w_awr_tex_rrr_cat1,w_awr_tex_tot_cat1,bws_cat,bwd_cat,iav_cat,sev_cat,gtd_cat,rfr_cat,cfr_cat,drr_cat,ucw_cat,cep_cat,udw_cat,usa_cat,rri_cat,w_awr_def_qan_cat,w_awr_def_qal_cat,w_awr_def_rrr_cat,w_awr_def_tot_cat,w_awr_agr_qan_cat,w_awr_agr_qal_cat,w_awr_agr_rrr_cat,w_awr_agr_tot_cat,w_awr_che_qan_cat,w_awr_che_qal_cat,w_awr_che_rrr_cat,w_awr_che_tot_cat,w_awr_con_qan_cat,w_awr_con_qal_cat,w_awr_con_rrr_cat,w_awr_con_tot_cat,w_awr_elp_qan_cat,w_awr_elp_qal_cat,w_awr_elp_rrr_cat,w_awr_elp_tot_cat,w_awr_fnb_qan_cat,w_awr_fnb_qal_cat,w_awr_fnb_rrr_cat,w_awr_fnb_tot_cat,w_awr_min_qan_cat,w_awr_min_qal_cat,w_awr_min_rrr_cat,w_awr_min_tot_cat,w_awr_ong_qan_cat,w_awr_ong_qal_cat,w_awr_ong_rrr_cat,w_awr_ong_tot_cat,w_awr_smc_qan_cat,w_awr_smc_qal_cat,w_awr_smc_rrr_cat,w_awr_smc_tot_cat,w_awr_tex_qan_cat,w_awr_tex_qal_cat,w_awr_tex_rrr_cat,w_awr_tex_tot_cat
38,33.396019,-111.973372,"2315 W Fairmont Dr, Tempe, AZ 85282, USA",85282,AZ,Maricopa County,"North America, Colorado",Lower Salt,772221,4,3,3,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,2,3,1,0,3,4,0,1,3,3,0,0,1,2,0,0,0,4,0,1,2,4,0,1,1,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1
39,37.43288,-121.89694,"Calaveras & Milpitas, Milpitas, CA 95035, USA",95035,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1
40,47.93479899,-122.266781,"Fluke Pond, 6920 Seaway Blvd, Everett, WA 98203, USA",98203,WA,Snohomish County,Pacific and Arctic Coast,Puget Sound,783105,1,0,0,1,-9999,1,1,1,0,3,0,0,0,2,1,0,1,2,2,0,1,2,0,0,1,2,1,0,1,2,2,0,1,2,1,1,1,2,1,0,0,2,0,0,0,2,1,1,1,2,0,1,0,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1
41,44.98757498,-93.43231203,"12001 Minnesota 55 Service Rd, Plymouth, MN 55441, USA",55441,MN,Hennepin County,Mississippi - Missouri,Twin Cities,742891,3,1,2,1,-9999,0,0,2,0,2,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,0,1,0,0,0,3,1,1,1,3,0,1,1,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1
42,44.98757498,-93.43231203,"12001 Minnesota 55 Service Rd, Plymouth, MN 55441, USA",55441,MN,Hennepin County,Mississippi - Missouri,Twin Cities,742891,3,1,2,1,-9999,0,0,2,0,2,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,0,1,0,0,0,3,1,1,1,3,0,1,1,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1
43,47.67054,-122.09697,"18009 NE 76th St, Redmond, WA 98052, USA",98052,WA,King County,Pacific and Arctic Coast,Lake Washington,783105,1,0,0,1,-9999,1,1,1,0,3,0,0,0,2,1,0,1,2,2,0,1,2,0,0,1,2,1,0,1,2,2,0,1,2,1,1,1,2,1,0,0,2,0,0,0,2,1,1,1,2,0,1,0,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1
44,47.67054,-122.09697,"18009 NE 76th St, Redmond, WA 98052, USA",98052,WA,King County,Pacific and Arctic Coast,Lake Washington,783105,1,0,0,1,-9999,1,1,1,0,3,0,0,0,2,1,0,1,2,2,0,1,2,0,0,1,2,1,0,1,2,2,0,1,2,1,1,1,2,1,0,0,2,0,0,0,2,1,1,1,2,0,1,0,0,0,1,1,-9999,0,0,1,0,4,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0
45,44.98757498,-93.43231203,"12001 Minnesota 55 Service Rd, Plymouth, MN 55441, USA",55441,MN,Hennepin County,Mississippi - Missouri,Twin Cities,742891,3,1,2,1,-9999,0,0,2,0,2,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,0,1,0,0,0,3,1,1,1,3,0,1,1,0,0,1,1,-9999,0,0,1,0,4,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0
46,32.95948198,-96.71139503,"830 E Arapaho Rd, Richardson, TX 75081, USA",75081,TX,Dallas County,Gulf Coast,East Fork Trinity,751406,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1,0,0,1,1,-9999,0,0,1,0,4,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0
47,34.04362999,-118.695829,"3011 Malibu Canyon Rd Lot 6, Malibu, CA 90265, USA",90265,CA,Los Angeles County,California,Santa Monica Bay,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,0,0,1,1,-9999,0,0,1,0,3,0,0,0,0,1,1,0,1,3,1,1,0,0,1,0,0,1,1,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
48,41.07362308,-73.81466546,"175 Clearbrook Rd, Elmsford, NY 10523, USA",10523,NY,Westchester County,"United States, North Atlantic Coast",Lower Hudson / Wappinger,731401,0,0,1,1,-9999,0,0,1,0,4,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,-9999,0,0,1,0,3,0,0,0,0,1,1,0,1,3,1,1,0,0,1,0,0,1,1,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
49,41.21614499,-73.80613416,"1101 Kitchawan Rd, Ossining, NY 10562, USA",10562,NY,Westchester County,"United States, North Atlantic Coast",Lower Hudson / Wappinger,731401,0,0,1,1,-9999,0,0,1,0,4,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,-9999,0,0,1,0,3,0,0,0,0,1,1,0,1,3,1,1,0,0,1,0,0,1,1,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
50,40.63246499,-74.50336302,"141 Mt Bethel Rd, Warren, NJ 07059, USA",7059,NJ,Somerset County,"United States, North Atlantic Coast",Hackensack / Passaic,731502,0,0,3,1,-9999,0,0,1,0,3,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,1,1,0,0,1,3,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,-9999,0,0,1,0,3,0,0,0,0,1,1,0,1,3,1,1,0,0,1,0,0,1,1,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
51,40.15988701,-88.27142597,"1606 Rion Dr, Champaign, IL 61822, USA",61822,IL,Champaign County,Mississippi - Missouri,Vermilion,742667,1,0,1,1,-9999,0,0,2,0,2,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,0,0,0,1,0,2,1,1,1,2,0,1,0,0,0,1,1,-9999,0,0,1,0,3,0,0,0,0,1,1,0,1,3,1,1,0,0,1,0,0,1,1,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
52,40.15988701,-88.27142597,"1606 Rion Dr, Champaign, IL 61822, USA",61822,IL,Champaign County,Mississippi - Missouri,Vermilion,742667,1,0,1,1,-9999,0,0,2,0,2,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,0,0,0,1,0,2,1,1,1,2,0,1,0,0,0,1,1,-9999,0,0,1,0,3,0,0,0,0,1,1,0,1,3,1,1,0,0,1,0,0,1,1,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
53,34.436404,-119.846489,"75 Robin Hill Rd, Goleta, CA 93117, USA",93117,CA,Santa Barbara County,California,Santa Barbara Coastal,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,0,0,1,1,-9999,0,0,1,0,3,0,0,0,0,1,1,0,1,3,1,1,0,0,1,0,0,1,1,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
54,34.436404,-119.846489,"75 Robin Hill Rd, Goleta, CA 93117, USA",93117,CA,Santa Barbara County,California,Santa Barbara Coastal,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,0,0,1,1,-9999,0,0,1,0,3,0,0,0,0,1,1,0,1,3,1,1,0,0,1,0,0,1,1,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
55,33.382946,-111.843676,"550 W Juanita Ave, Mesa, AZ 85210, USA",85210,AZ,Maricopa County,"North America, Colorado",Middle Gila,772250,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1,0,0,1,1,-9999,0,0,1,0,3,0,0,0,1,1,1,0,1,3,1,1,0,0,1,0,1,1,1,0,1,3,1,0,1,2,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0
56,30.21740501,-97.72413303,"5202 E Ben White Blvd, Austin, TX 78741, USA",78741,TX,Travis County,Gulf Coast,Lower Colorado,751810,2,1,3,0,-9999,0,0,2,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,1,0,3,0,0,1,2,1,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1,0,0,1,1,-9999,0,0,1,0,3,0,0,0,1,1,1,0,1,3,1,1,0,0,1,0,1,1,1,0,1,3,1,0,1,2,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0
57,33.499203,-117.164529,"41915 Business Park Dr, Temecula, CA 92590, USA",92590,CA,Riverside County,California,Santa Margarita,774150,4,4,4,1,-9999,2,0,1,0,4,0,0,0,4,1,0,4,4,3,0,4,4,0,0,2,4,1,0,3,4,3,0,4,4,2,1,4,4,1,0,2,3,0,0,1,4,1,1,3,4,1,1,2,0,0,1,1,-9999,0,0,1,0,3,0,0,0,1,1,1,0,1,3,1,1,0,0,1,0,1,1,1,0,1,3,1,0,1,2,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0
58,37.36765901,-121.964214,"2240 Martin Ave, Santa Clara, CA 95050, USA",95050,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,0,0,1,1,-9999,0,0,1,0,3,0,0,0,1,1,1,0,1,3,1,1,0,0,1,0,1,1,1,0,1,3,1,0,1,2,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0
59,33.81612099,-118.345003,"23155 Kashiwa Ct, Torrance, CA 90505, USA",90505,CA,Los Angeles County,California,Santa Monica Bay,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,0,0,1,1,-9999,0,0,1,0,3,0,0,0,1,1,1,0,1,3,1,1,0,0,1,0,1,1,1,0,1,3,1,0,1,2,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0
60,42.81239,-73.94122,"439 State St, Schenectady, NY 12305, USA",12305,NY,Schenectady County,"United States, North Atlantic Coast",Mohawk,731404,0,0,1,1,-9999,0,0,1,0,3,0,0,0,1,1,1,0,1,3,1,1,0,0,1,0,1,1,1,0,1,3,1,0,1,2,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,-9999,0,0,1,0,3,0,0,0,0,1,1,0,0,3,1,1,0,0,1,0,0,1,1,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
61,42.82633989,-73.87881753,"1 Research Cir, Niskayuna, NY 12309, USA",12309,NY,Schenectady County,"United States, North Atlantic Coast",Mohawk,731404,0,0,1,1,-9999,0,0,1,0,3,0,0,0,1,1,1,0,1,3,1,1,0,0,1,0,1,1,1,0,1,3,1,0,1,2,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,2,0,3,0,-9999,0,1,1,0,4,0,0,0,2,1,0,1,3,3,0,2,2,0,0,1,2,1,0,1,2,3,0,1,2,2,1,1,2,1,0,0,2,0,0,0,2,1,1,1,2,1,1,1
62,38.97062499,-77.49061699,"43670 Trade Center Pl, Sterling, VA 20166, USA",20166,VA,Loudoun County,"United States, North Atlantic Coast",Middle Potomac / Catoctin,731801,0,0,2,0,-9999,0,0,1,0,4,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,1,-9999,0,0,1,0,3,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,1,1,0,0,1,3,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0
63,44.47895502,-73.10072101,"969 River St, Essex Junction, VT 05452, USA",5452,VT,Chittenden County,St Lawrence,Winooski,725306,0,0,1,0,-9999,1,0,1,0,3,0,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,1,-9999,0,0,1,0,3,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,1,1,0,0,1,3,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0
64,41.54446124,-73.8713035,"1574 NY-52, Fishkill, NY 12524, USA",12524,NY,Dutchess County,"United States, North Atlantic Coast",Lower Hudson / Wappinger,731401,0,0,1,1,-9999,0,0,1,0,4,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,3,1,1,0,-9999,0,0,1,0,4,0,0,0,3,1,0,2,3,3,0,2,2,0,1,0,3,1,0,1,2,3,1,2,3,2,1,2,2,1,1,0,1,0,1,0,3,1,1,1,2,1,1,1
65,48.36098,-107.87406,"2 Central Ave, Malta, MT 59538, USA",59538,MT,Phillips County,Mississippi - Missouri,Middle Milk,742994,-1,-1,2,1,-9999,2,0,1,0,2,1,0,0,4,1,1,4,4,2,1,4,4,0,1,2,4,1,1,3,4,2,1,3,4,1,1,4,4,1,1,2,3,0,1,1,4,1,1,3,4,0,1,2,3,1,1,0,-9999,0,0,1,0,4,0,0,0,3,1,0,2,3,3,0,2,2,0,1,0,3,1,0,1,2,3,1,2,3,2,1,2,2,1,1,0,1,0,1,0,3,1,1,1,2,1,1,1
66,48.36098,-107.87406,"2 Central Ave, Malta, MT 59538, USA",59538,MT,Phillips County,Mississippi - Missouri,Middle Milk,742994,-1,-1,2,1,-9999,2,0,1,0,2,1,0,0,4,1,1,4,4,2,1,4,4,0,1,2,4,1,1,3,4,2,1,3,4,1,1,4,4,1,1,2,3,0,1,1,4,1,1,3,4,0,1,2,3,1,1,0,1,0,0,1,0,4,0,0,0,3,1,0,1,3,3,0,2,2,0,1,0,3,1,0,1,2,3,1,2,3,2,1,2,2,1,1,0,1,0,1,0,3,1,1,1,2,1,1,1
67,42.95731775,-73.76050856,"Rocket Way, Ballston Spa, NY 12020, USA",12020,NY,Saratoga County,"United States, North Atlantic Coast",Hudson / Hoosic,731405,0,0,1,1,-9999,0,0,1,0,3,0,0,0,0,1,1,0,0,3,1,1,0,0,1,0,0,1,1,0,0,3,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,3,1,1,0,1,0,0,1,0,4,0,0,0,3,1,0,1,3,3,0,2,2,0,1,0,3,1,0,1,2,3,1,2,3,2,1,2,2,1,1,0,1,0,1,0,3,1,1,1,2,1,1,1
68,42.77772301,-71.25087496,"7 Manor Pkwy, Salem, NH 03079, USA",3079,NH,Rockingham County,Atlantic Ocean Seaboard,Merrimack / Concord,731180,1,0,1,0,-9999,0,0,1,0,3,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,3,1,1,0,1,0,0,1,0,4,0,0,0,3,1,0,1,3,3,0,2,2,0,1,0,3,1,0,1,2,3,1,2,3,2,1,2,2,1,1,0,1,0,1,0,3,1,1,1,2,1,1,1
69,37.42597099,-121.891222,"682 S Hillview Dr, Milpitas, CA 95035, USA",95035,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,3,1,1,0,1,0,0,1,0,4,0,0,0,3,1,0,1,3,3,0,2,2,0,1,0,3,1,0,1,2,3,1,2,3,2,1,2,2,1,1,0,1,0,1,0,3,1,1,1,2,1,1,1
70,44.584293,-123.243294,"1044 NE Circle Blvd, Corvallis, OR 97330, USA",97330,OR,Benton County,Columbia and Northwestern United States,Upper Willamette,782200,0,0,0,0,-9999,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,-9999,0,0,1,0,4,0,0,0,3,1,0,1,3,3,0,2,1,0,1,0,2,1,0,1,2,3,1,1,3,2,1,2,1,1,1,0,1,0,1,0,2,1,1,1,2,1,1,1
71,44.584293,-123.243294,"1044 NE Circle Blvd, Corvallis, OR 97330, USA",97330,OR,Benton County,Columbia and Northwestern United States,Upper Willamette,782200,0,0,0,0,-9999,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,-9999,0,0,1,0,4,0,0,0,3,1,0,1,3,3,0,2,1,0,1,0,2,1,0,1,2,3,1,1,3,2,1,2,1,1,1,0,1,0,1,0,2,1,1,1,2,1,1,1
72,35.83862499,-78.81228898,"991 Aviation Pkwy #500, Morrisville, NC 27560, USA",27560,NC,Wake County,"Gulf of Mexico, North Atlantic Coast",Upper Neuse,732160,4,1,2,0,-9999,0,0,1,0,1,1,0,0,3,0,1,2,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,4,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1,1,0,2,1,-9999,0,0,1,0,1,1,0,0,2,0,1,0,2,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,2,0,1,1,1,0,1,0,0,0,1,0,2,0,1,1,1,0,1,0
73,28.289403,-81.37789499,"251 Fowler Blvd, Kissimmee, FL 34744, USA",34744,FL,Osceola County,"Gulf of Mexico, North Atlantic Coast",Kissimmee,732574,2,1,2,1,1,1,0,1,0,0,0,0,0,3,0,0,1,3,0,0,1,2,0,1,1,2,0,0,1,2,0,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1,0,0,2,1,-9999,0,0,1,0,3,0,0,0,0,1,1,0,1,2,1,1,0,0,1,0,0,1,1,0,1,2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0
74,37.70450599,-121.803679,"101 Portola Ave, Livermore, CA 94551, USA",94551,CA,Alameda County,California,San Francisco Bay,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,1,0,1,1,1,0,0,2,0,4,0,0,0,1,1,0,1,2,3,0,1,1,0,0,0,1,1,0,0,1,3,0,1,2,2,1,1,1,1,0,0,1,0,0,0,2,1,1,1,1,1,1,0
75,40.52634201,-105.012712,"6 Technology Parkway, Fort Collins, CO 80525, USA",80525,CO,Larimer County,Mississippi - Missouri,Cache La Poudre,742946,4,4,1,1,1,0,0,1,0,2,0,0,0,4,1,0,3,4,2,0,3,3,0,0,1,4,1,0,2,4,2,0,3,4,1,1,3,3,1,0,1,2,0,0,0,4,1,1,2,3,0,1,1,1,0,1,1,1,0,0,2,0,4,0,0,0,1,1,0,1,2,3,0,1,1,0,0,0,1,1,0,0,1,3,0,1,2,2,1,1,1,1,0,0,1,0,0,0,2,1,1,1,1,1,1,0
76,40.54458401,-75.65557799,"9999 Hamilton Blvd, Breinigsville, PA 18031, USA",18031,PA,Lehigh County,"United States, North Atlantic Coast",Lehigh,731506,2,1,1,0,-9999,0,0,1,0,4,0,0,0,3,1,0,1,3,3,0,2,1,0,1,0,2,1,0,1,2,3,1,1,3,2,1,2,1,1,1,0,1,0,1,0,2,1,1,1,2,1,1,1,1,0,1,1,1,0,0,2,0,4,0,0,0,1,1,0,1,2,3,0,1,1,0,0,0,1,1,0,0,1,3,0,1,2,2,1,1,1,1,0,0,1,0,0,0,2,1,1,1,1,1,1,0
77,40.52634201,-105.012712,"6 Technology Parkway, Fort Collins, CO 80525, USA",80525,CO,Larimer County,Mississippi - Missouri,Cache La Poudre,742946,4,4,1,1,1,0,0,1,0,2,0,0,0,4,1,0,3,4,2,0,3,3,0,0,1,4,1,0,2,4,2,0,3,4,1,1,3,3,1,0,1,2,0,0,0,4,1,1,2,3,0,1,1,1,0,1,1,1,0,0,2,0,4,0,0,0,1,1,0,1,2,3,0,1,1,0,0,0,1,1,0,0,1,3,0,1,2,2,1,1,1,1,0,0,1,0,0,0,2,1,1,1,1,1,1,0
78,40.52660298,-105.017509,"4400 Ziegler Rd, Fort Collins, CO 80525, USA",80525,CO,Larimer County,Mississippi - Missouri,Cache La Poudre,742946,4,4,1,1,1,0,0,1,0,2,0,0,0,4,1,0,3,4,2,0,3,3,0,0,1,4,1,0,2,4,2,0,3,4,1,1,3,3,1,0,1,2,0,0,0,4,1,1,2,3,0,1,1,1,0,1,1,1,0,0,2,0,4,0,0,0,1,1,0,1,2,3,0,1,1,0,0,0,1,1,0,0,1,3,0,1,2,2,1,1,1,1,0,0,1,0,0,0,2,1,1,1,1,1,1,0
79,40.52660298,-105.017509,"4400 Ziegler Rd, Fort Collins, CO 80525, USA",80525,CO,Larimer County,Mississippi - Missouri,Cache La Poudre,742946,4,4,1,1,1,0,0,1,0,2,0,0,0,4,1,0,3,4,2,0,3,3,0,0,1,4,1,0,2,4,2,0,3,4,1,1,3,3,1,0,1,2,0,0,0,4,1,1,2,3,0,1,1,0,0,2,0,-9999,0,0,1,0,4,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
80,40.86634709,-72.87202057,"Brookhaven Ave, Shirley, NY 11967, USA",11967,NY,Suffolk County,"United States, North Atlantic Coast",Southern Long Island,731000,4,1,0,0,-9999,0,0,1,0,4,0,0,0,3,1,0,2,3,3,0,2,2,0,0,1,3,1,0,1,3,3,0,2,4,2,1,2,2,1,0,0,2,0,0,0,3,1,1,1,3,1,1,1,0,0,2,0,-9999,0,0,1,0,4,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
